title,start,end,lecture,enrollment,enroll_total,enroll_capacity,mult_list_flag,multi_header,multi_list_classes,meet_bdg,meet_rm,Subj_Area,Days_in_week,strt_time,stop_time,fac_capacity,start_date
SOC SC  420     ,2014-11-11T13:00:00,2014-11-11T15:50:00,SEM 080,Enr: 28 of 33,28,33,n,,[],ROLFE   ,  03116  ,SOC SC ,T      ,13:00:00,15:50:00,36,9/27/2012 12:00:00 AM
SOCIOL  145     ,2014-11-13T13:00:00,2014-11-13T13:50:00,DIS 1F,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03116  ,SOCIOL ,R      ,13:00:00,13:50:00,36,9/27/2012 12:00:00 AM
ENGL    174B    ,2014-11-12T14:00:00,2014-11-12T16:50:00,LEC 1,Enr: 26 of 30,26,30,n,,[],ROLFE   ,  03116  ,ENGL   ,W      ,14:00:00,16:50:00,36,9/27/2012 12:00:00 AM
PHYSICS 5A      ,2014-11-14T14:00:00,2014-11-14T14:50:00,DIS 2E,Enr: 36 of 36,36,36,n,,[],ROLFE   ,  03116  ,PHYSICS,F      ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
PUB AFF 112     ,2014-11-13T14:00:00,2014-11-13T15:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03116  ,PUB AFF,R      ,14:00:00,15:50:00,36,9/27/2012 12:00:00 AM
FILM TV 6A      ,2014-11-13T16:00:00,2014-11-13T16:50:00,DIS 1H,Enr: 16 of 20,16,20,n,,[],ROLFE   ,  03116  ,FILM TV,R      ,16:00:00,16:50:00,36,9/27/2012 12:00:00 AM
ECON    101     ,2014-11-13T17:00:00,2014-11-13T17:50:00,DIS 1K,Enr: 26 of 28,26,28,n,,[],ROLFE   ,  03116  ,ECON   ,R      ,17:00:00,17:50:00,36,9/27/2012 12:00:00 AM
HNRS    48      ,2014-11-13T09:00:00,2014-11-13T11:50:00,SEM 1,Enr: 14 of 15,14,15,n,,[],ROLFE   ,  03120  ,HNRS   ,R      ,09:00:00,11:50:00,16,9/13/2008 12:00:00 AM
CH ENGR 104C    ,2014-11-10T10:00:00,2014-11-10T11:50:00,LEC 1,Enr: 10 of 12,10,12,n,,[],ROLFE   ,  03120  ,CH ENGR,MW     ,10:00:00,11:50:00,16,9/13/2008 12:00:00 AM
CH ENGR 104C    ,2014-11-12T10:00:00,2014-11-12T11:50:00,LEC 1,Enr: 10 of 12,10,12,n,,[],ROLFE   ,  03120  ,CH ENGR,MW     ,10:00:00,11:50:00,16,9/13/2008 12:00:00 AM
FRNCH   3       ,2014-11-10T12:00:00,2014-11-10T12:50:00,LEC 6,Enr: 12 of 25,12,25,n,,[],ROLFE   ,  03120  ,FRNCH  ,MWF    ,12:00:00,12:50:00,16,9/13/2008 12:00:00 AM
FRNCH   3       ,2014-11-12T12:00:00,2014-11-12T12:50:00,LEC 6,Enr: 12 of 25,12,25,n,,[],ROLFE   ,  03120  ,FRNCH  ,MWF    ,12:00:00,12:50:00,16,9/13/2008 12:00:00 AM
FRNCH   3       ,2014-11-14T12:00:00,2014-11-14T12:50:00,LEC 6,Enr: 12 of 25,12,25,n,,[],ROLFE   ,  03120  ,FRNCH  ,MWF    ,12:00:00,12:50:00,16,9/13/2008 12:00:00 AM
THEATER 30      ,2014-11-11T12:00:00,2014-11-11T14:50:00,STU 2,Enr: 12 of 16,12,16,n,,[],ROLFE   ,  03120  ,THEATER,T      ,12:00:00,14:50:00,16,9/13/2008 12:00:00 AM
CCAS    100XP   ,2014-11-13T13:00:00,2014-11-13T14:50:00,DIS 1B,Enr: 17 of 17,17,17,n,,[],ROLFE   ,  03120  ,CCAS   ,R      ,13:00:00,14:50:00,16,9/13/2008 12:00:00 AM
HIST    246C    ,2014-11-12T14:00:00,2014-11-12T16:50:00,SEM 1,Enr: 10 of 10,10,10,n,,[],ROLFE   ,  03120  ,HIST   ,W      ,14:00:00,16:50:00,16,9/13/2008 12:00:00 AM
POL SCI 222     ,2014-11-10T14:00:00,2014-11-10T16:50:00,SEM 1,Enr: 4 of 15,4,15,n,,[],ROLFE   ,  03120  ,POL SCI,M      ,14:00:00,16:50:00,16,9/13/2008 12:00:00 AM
JAPAN   265B    ,2014-11-11T15:00:00,2014-11-11T17:50:00,SEM 1,Enr: 5 of 10,5,10,n,,[],ROLFE   ,  03120  ,JAPAN  ,T      ,15:00:00,17:50:00,16,9/13/2008 12:00:00 AM
SPAN    224     ,2014-11-13T15:00:00,2014-11-13T17:50:00,LEC 1,Enr: 4 of 10,4,10,n,,[],ROLFE   ,  03120  ,SPAN   ,R      ,15:00:00,17:50:00,16,9/13/2008 12:00:00 AM
CHEM    14B     ,2014-11-12T09:00:00,2014-11-12T09:50:00,DIS 2D,Enr: 26 of 26,26,26,n,,[],ROLFE   ,  03121  ,CHEM   ,W      ,09:00:00,09:50:00,36,9/27/2012 12:00:00 AM
CLASSIC 30      ,2014-11-13T09:00:00,2014-11-13T09:50:00,DIS 1C,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,CLASSIC,R      ,09:00:00,09:50:00,36,9/27/2012 12:00:00 AM
SEASIAN 50      ,2014-11-14T09:00:00,2014-11-14T09:50:00,DIS 1A,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,SEASIAN,F      ,09:00:00,09:50:00,36,9/27/2012 12:00:00 AM
CCAS    375     ,2014-11-10T10:00:00,2014-11-10T10:50:00,SEM 2,Enr: 4 of 10,4,10,n,,[],ROLFE   ,  03121  ,CCAS   ,M      ,10:00:00,10:50:00,36,9/27/2012 12:00:00 AM
CLASSIC 51B     ,2014-11-13T10:00:00,2014-11-13T10:50:00,DIS 1D,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,CLASSIC,R      ,10:00:00,10:50:00,36,9/27/2012 12:00:00 AM
SEASIAN 50      ,2014-11-14T10:00:00,2014-11-14T10:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,SEASIAN,F      ,10:00:00,10:50:00,36,9/27/2012 12:00:00 AM
SOCIOL  102     ,2014-11-12T10:00:00,2014-11-12T10:50:00,DIS 1G,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,SOCIOL ,W      ,10:00:00,10:50:00,36,9/27/2012 12:00:00 AM
CLASSIC 51B     ,2014-11-13T11:00:00,2014-11-13T11:50:00,DIS 1E,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,CLASSIC,R      ,11:00:00,11:50:00,36,9/27/2012 12:00:00 AM
ECON    106VL   ,2014-11-14T11:00:00,2014-11-14T11:50:00,LAB 1A,Enr: 23 of 24,23,24,n,,[],ROLFE   ,  03121  ,ECON   ,F      ,11:00:00,11:50:00,36,9/27/2012 12:00:00 AM
LBR STD M143    ,2014-11-12T11:00:00,2014-11-12T11:50:00,DIS 1A,Enr: 21 of 21,21,21,y,Multiple-Listed Class,"['Asian American Studies (ASIA AM) M162 - Class and Gender in Care Work', 'Chicana/o and Central American Studies (CCAS) M128B - Class and Gender in Care Work', 'Gender Studies (GENDER) M140C - Class and Gender in Care Work', 'Labor Studies (LBR STD) M143 - Class and Gender in Care Work']",ROLFE   ,  03121  ,LBR STD,W      ,11:00:00,11:50:00,36,9/27/2012 12:00:00 AM
ARABIC  1C      ,2014-11-10T12:00:00,2014-11-10T13:50:00,LEC 3,Enr: 10 of 25,10,25,n,,[],ROLFE   ,  03121  ,ARABIC ,MWF    ,12:00:00,13:50:00,36,9/27/2012 12:00:00 AM
ARABIC  1C      ,2014-11-12T12:00:00,2014-11-12T13:50:00,LEC 3,Enr: 10 of 25,10,25,n,,[],ROLFE   ,  03121  ,ARABIC ,MWF    ,12:00:00,13:50:00,36,9/27/2012 12:00:00 AM
ARABIC  1C      ,2014-11-14T12:00:00,2014-11-14T13:50:00,LEC 3,Enr: 10 of 25,10,25,n,,[],ROLFE   ,  03121  ,ARABIC ,MWF    ,12:00:00,13:50:00,36,9/27/2012 12:00:00 AM
CHEM    14C     ,2014-11-13T13:00:00,2014-11-13T13:50:00,DIS 1G,Enr: 28 of 29,28,29,n,,[],ROLFE   ,  03121  ,CHEM   ,R      ,13:00:00,13:50:00,36,9/27/2012 12:00:00 AM
GENDER  10      ,2014-11-11T13:00:00,2014-11-11T13:50:00,DIS 1B,Enr: 20 of 20,20,20,n,,[],ROLFE   ,  03121  ,GENDER ,T      ,13:00:00,13:50:00,36,9/27/2012 12:00:00 AM
COMPTNG 10A     ,2014-11-11T14:00:00,2014-11-11T14:50:00,DIS 3B,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03121  ,COMPTNG,TR     ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
COMPTNG 10A     ,2014-11-13T14:00:00,2014-11-13T14:50:00,DIS 3B,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03121  ,COMPTNG,TR     ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
FOOD ST 187     ,2014-11-10T14:00:00,2014-11-10T16:50:00,LEC 1,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,FOOD ST,M      ,14:00:00,16:50:00,36,9/27/2012 12:00:00 AM
PHYSICS 5A      ,2014-11-14T14:00:00,2014-11-14T14:50:00,DIS 1E,Enr: 36 of 36,36,36,n,,[],ROLFE   ,  03121  ,PHYSICS,F      ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
SOCIOL  102     ,2014-11-12T14:00:00,2014-11-12T14:50:00,DIS 1I,Enr: 10 of 25,10,25,n,,[],ROLFE   ,  03121  ,SOCIOL ,W      ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
COMPTNG 10A     ,2014-11-11T15:00:00,2014-11-11T15:50:00,DIS 4A,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03121  ,COMPTNG,TR     ,15:00:00,15:50:00,36,9/27/2012 12:00:00 AM
COMPTNG 10A     ,2014-11-13T15:00:00,2014-11-13T15:50:00,DIS 4A,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03121  ,COMPTNG,TR     ,15:00:00,15:50:00,36,9/27/2012 12:00:00 AM
SOCIOL  20      ,2014-11-12T15:00:00,2014-11-12T15:50:00,DIS 1E,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03121  ,SOCIOL ,W      ,15:00:00,15:50:00,36,9/27/2012 12:00:00 AM
EDUC    M108    ,2014-11-11T16:00:00,2014-11-11T16:50:00,DIS 1E,Enr: 25 of 25,5,5,y,Multiple-Listed Class,"['Education (EDUC) M108 - Sociology of Education', 'Sociology (SOCIOL) M175 - Sociology of Education']",ROLFE   ,  03121  ,EDUC   ,T      ,16:00:00,16:50:00,36,9/27/2012 12:00:00 AM
SCI EDU 15XP    ,2014-11-12T16:00:00,2014-11-12T17:50:00,SEM 1,Enr: 33 of 35,33,35,n,,[],ROLFE   ,  03121  ,SCI EDU,W      ,16:00:00,17:50:00,36,9/27/2012 12:00:00 AM
EDUC    M108    ,2014-11-11T17:00:00,2014-11-11T17:50:00,DIS 1F,Enr: 25 of 25,5,5,y,Multiple-Listed Class,"['Education (EDUC) M108 - Sociology of Education', 'Sociology (SOCIOL) M175 - Sociology of Education']",ROLFE   ,  03121  ,EDUC   ,T      ,17:00:00,17:50:00,36,9/27/2012 12:00:00 AM
HIST    13C     ,2014-11-13T17:00:00,2014-11-13T17:50:00,DIS 1I,Enr: 19 of 20,19,20,n,,[],ROLFE   ,  03121  ,HIST   ,R      ,17:00:00,17:50:00,36,9/27/2012 12:00:00 AM
ECON    1       ,2014-11-10T09:00:00,2014-11-10T09:50:00,QIZ 1A,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03126  ,ECON   ,M      ,09:00:00,09:50:00,52,12/16/2018 12:00:00 AM
ECON    1       ,2014-11-12T09:00:00,2014-11-12T09:50:00,QIZ 1B,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03126  ,ECON   ,W      ,09:00:00,09:50:00,52,12/16/2018 12:00:00 AM
PHILOS  100C    ,2014-11-13T09:00:00,2014-11-13T09:50:00,DIS 1E,Enr: 6 of 20,6,20,n,,[],ROLFE   ,  03126  ,PHILOS ,R      ,09:00:00,09:50:00,52,12/16/2018 12:00:00 AM
COM SCI 32      ,2014-11-14T10:00:00,2014-11-14T11:50:00,DIS 1A,Enr: 50 of 50,50,50,n,,[],ROLFE   ,  03126  ,COM SCI,F      ,10:00:00,11:50:00,52,12/16/2018 12:00:00 AM
MATH    32A     ,2014-11-11T10:00:00,2014-11-11T10:50:00,DIS 1E,Enr: 35 of 35,35,35,n,,[],ROLFE   ,  03126  ,MATH   ,T      ,10:00:00,10:50:00,52,12/16/2018 12:00:00 AM
PHILOS  100C    ,2014-11-13T10:00:00,2014-11-13T10:50:00,DIS 1F,Enr: 7 of 20,7,20,n,,[],ROLFE   ,  03126  ,PHILOS ,R      ,10:00:00,10:50:00,52,12/16/2018 12:00:00 AM
MCD BIO 104AL   ,2014-11-10T11:00:00,2014-11-10T11:50:00,LEC 1,Enr: 31 of 35,31,35,n,,[],ROLFE   ,  03126  ,MCD BIO,MW     ,11:00:00,11:50:00,52,12/16/2018 12:00:00 AM
MCD BIO 104AL   ,2014-11-12T11:00:00,2014-11-12T11:50:00,LEC 1,Enr: 31 of 35,31,35,n,,[],ROLFE   ,  03126  ,MCD BIO,MW     ,11:00:00,11:50:00,52,12/16/2018 12:00:00 AM
URBN PL 207     ,2014-11-11T11:00:00,2014-11-11T12:15:00,LEC 1,Enr: 47 of 50,47,50,n,,[],ROLFE   ,  03126  ,URBN PL,TR     ,11:00:00,12:15:00,52,12/16/2018 12:00:00 AM
URBN PL 207     ,2014-11-13T11:00:00,2014-11-13T12:15:00,LEC 1,Enr: 47 of 50,47,50,n,,[],ROLFE   ,  03126  ,URBN PL,TR     ,11:00:00,12:15:00,52,12/16/2018 12:00:00 AM
C&EE    143     ,2014-11-10T12:00:00,2014-11-10T13:50:00,LEC 1,Enr: 38 of 50,38,50,n,,[],ROLFE   ,  03126  ,C&EE   ,MW     ,12:00:00,13:50:00,52,12/16/2018 12:00:00 AM
C&EE    143     ,2014-11-12T12:00:00,2014-11-12T13:50:00,LEC 1,Enr: 38 of 50,38,50,n,,[],ROLFE   ,  03126  ,C&EE   ,MW     ,12:00:00,13:50:00,52,12/16/2018 12:00:00 AM
COM SCI 32      ,2014-11-14T12:00:00,2014-11-14T13:50:00,DIS 1F,Enr: 50 of 50,50,50,n,,[],ROLFE   ,  03126  ,COM SCI,F      ,12:00:00,13:50:00,52,12/16/2018 12:00:00 AM
PSYCH   124F    ,2014-11-11T12:30:00,2014-11-11T13:45:00,LEC 1,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03126  ,PSYCH  ,T      ,12:30:00,13:45:00,52,12/16/2018 12:00:00 AM
COMM    101     ,2014-11-13T13:00:00,2014-11-13T13:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03126  ,COMM   ,R      ,13:00:00,13:50:00,52,12/16/2018 12:00:00 AM
COM SCI 31      ,2014-11-14T14:00:00,2014-11-14T15:50:00,DIS 1D,Enr: 50 of 50,50,50,n,,[],ROLFE   ,  03126  ,COM SCI,F      ,14:00:00,15:50:00,52,12/16/2018 12:00:00 AM
ENGR    24      ,2014-11-13T14:00:00,2014-11-13T15:50:00,SEM 1,Enr: 25 of 48,25,48,n,,[],ROLFE   ,  03126  ,ENGR   ,R      ,14:00:00,15:50:00,52,12/16/2018 12:00:00 AM
SOCIOL  170     ,2014-11-12T14:00:00,2014-11-12T14:50:00,DIS 1I,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03126  ,SOCIOL ,W      ,14:00:00,14:50:00,52,12/16/2018 12:00:00 AM
URBN PL 229     ,2014-11-11T14:00:00,2014-11-11T16:50:00,LEC 1,Enr: 45 of 50,45,50,n,,[],ROLFE   ,  03126  ,URBN PL,T      ,14:00:00,16:50:00,52,12/16/2018 12:00:00 AM
CHEM    153A    ,2014-11-12T15:00:00,2014-11-12T15:50:00,DIS 1F,Enr: 29 of 29,29,29,n,,[],ROLFE   ,  03126  ,CHEM   ,W      ,15:00:00,15:50:00,52,12/16/2018 12:00:00 AM
COMM    10      ,2014-11-13T16:00:00,2014-11-13T16:50:00,DIS 1G,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03126  ,COMM   ,R      ,16:00:00,16:50:00,52,12/16/2018 12:00:00 AM
ECON    1       ,2014-11-10T16:00:00,2014-11-10T16:50:00,QIZ 1H,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03126  ,ECON   ,M      ,16:00:00,16:50:00,52,12/16/2018 12:00:00 AM
ECON    1       ,2014-11-12T16:00:00,2014-11-12T16:50:00,QIZ 1I,Enr: 31 of 30,31,30,n,,[],ROLFE   ,  03126  ,ECON   ,W      ,16:00:00,16:50:00,52,12/16/2018 12:00:00 AM
COMM    10      ,2014-11-13T17:00:00,2014-11-13T17:50:00,DIS 1H,Enr: 4 of 25,4,25,n,,[],ROLFE   ,  03126  ,COMM   ,R      ,17:00:00,17:50:00,52,12/16/2018 12:00:00 AM
ECON    599     ,2014-11-11T17:00:00,2014-11-11T18:15:00,TUT 9,Enr: 1 of 10,1,10,n,,[],ROLFE   ,  03126  ,ECON   ,T      ,17:00:00,18:15:00,52,12/16/2018 12:00:00 AM
HNRS    154     ,2014-11-11T19:00:00,2014-11-11T21:20:00,SEM 1,Enr: 39 of 23,39,23,n,,[],ROLFE   ,  03126  ,HNRS   ,T      ,19:00:00,21:20:00,52,12/16/2018 12:00:00 AM
ECON    104L    ,2014-11-14T09:00:00,2014-11-14T09:50:00,LAB 1D,Enr: 26 of 28,26,28,n,,[],ROLFE   ,  03129  ,ECON   ,F      ,09:00:00,09:50:00,36,9/27/2012 12:00:00 AM
AF AMER 2B      ,2014-11-14T10:00:00,2014-11-14T10:50:00,DIS 1C,Enr: 20 of 20,20,20,n,,[],ROLFE   ,  03129  ,AF AMER,F      ,10:00:00,10:50:00,36,9/27/2012 12:00:00 AM
ENGL    110V    ,2014-11-10T10:00:00,2014-11-10T11:50:00,LEC 1,Enr: 10 of 20,10,20,n,,[],ROLFE   ,  03129  ,ENGL   ,MW     ,10:00:00,11:50:00,36,9/27/2012 12:00:00 AM
ENGL    110V    ,2014-11-12T10:00:00,2014-11-12T11:50:00,LEC 1,Enr: 10 of 20,10,20,n,,[],ROLFE   ,  03129  ,ENGL   ,MW     ,10:00:00,11:50:00,36,9/27/2012 12:00:00 AM
PHILOS  8       ,2014-11-13T10:00:00,2014-11-13T10:50:00,DIS 1J,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03129  ,PHILOS ,R      ,10:00:00,10:50:00,36,9/27/2012 12:00:00 AM
SOCIOL  145     ,2014-11-11T10:00:00,2014-11-11T10:50:00,DIS 1A,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03129  ,SOCIOL ,T      ,10:00:00,10:50:00,36,9/27/2012 12:00:00 AM
EC ENGR 121B    ,2014-11-14T11:00:00,2014-11-14T11:50:00,DIS 1B,Enr: 21 of 26,21,26,n,,[],ROLFE   ,  03129  ,EC ENGR,F      ,11:00:00,11:50:00,36,9/27/2012 12:00:00 AM
SPAN    2       ,2014-11-11T11:00:00,2014-11-11T12:15:00,LEC 5,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03129  ,SPAN   ,TR     ,11:00:00,12:15:00,36,9/27/2012 12:00:00 AM
SPAN    2       ,2014-11-13T11:00:00,2014-11-13T12:15:00,LEC 5,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03129  ,SPAN   ,TR     ,11:00:00,12:15:00,36,9/27/2012 12:00:00 AM
ARMENIA 105C    ,2014-11-10T12:00:00,2014-11-10T13:50:00,LEC 1,Enr: 1 of 25,1,25,n,,[],ROLFE   ,  03129  ,ARMENIA,MWF    ,12:00:00,13:50:00,36,9/27/2012 12:00:00 AM
ARMENIA 105C    ,2014-11-12T12:00:00,2014-11-12T13:50:00,LEC 1,Enr: 1 of 25,1,25,n,,[],ROLFE   ,  03129  ,ARMENIA,MWF    ,12:00:00,13:50:00,36,9/27/2012 12:00:00 AM
ARMENIA 105C    ,2014-11-14T12:00:00,2014-11-14T13:50:00,LEC 1,Enr: 1 of 25,1,25,n,,[],ROLFE   ,  03129  ,ARMENIA,MWF    ,12:00:00,13:50:00,36,9/27/2012 12:00:00 AM
ECON    102     ,2014-11-11T14:00:00,2014-11-11T14:50:00,DIS 1H,Enr: 30 of 31,30,31,n,,[],ROLFE   ,  03129  ,ECON   ,T      ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
PHYSICS 1B      ,2014-11-14T14:00:00,2014-11-14T14:50:00,DIS 4C,Enr: 36 of 36,36,36,n,,[],ROLFE   ,  03129  ,PHYSICS,F      ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
SOCIOL  20      ,2014-11-12T14:00:00,2014-11-12T14:50:00,DIS 1D,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03129  ,SOCIOL ,W      ,14:00:00,14:50:00,36,9/27/2012 12:00:00 AM
AF AMER 241     ,2014-11-10T15:00:00,2014-11-10T17:50:00,LEC 1,Enr: 12 of 15,12,15,n,,[],ROLFE   ,  03129  ,AF AMER,M      ,15:00:00,17:50:00,36,9/27/2012 12:00:00 AM
CHEM    14D     ,2014-11-11T15:00:00,2014-11-11T15:50:00,DIS 2C,Enr: 26 of 26,26,26,n,,[],ROLFE   ,  03129  ,CHEM   ,T      ,15:00:00,15:50:00,36,9/27/2012 12:00:00 AM
ECON    104L    ,2014-11-12T15:00:00,2014-11-12T15:50:00,LAB 1B,Enr: 28 of 28,28,28,n,,[],ROLFE   ,  03129  ,ECON   ,W      ,15:00:00,15:50:00,36,9/27/2012 12:00:00 AM
MATH    33B     ,2014-11-13T15:00:00,2014-11-13T15:50:00,DIS 3F,Enr: 30 of 30,30,30,n,,[],ROLFE   ,  03129  ,MATH   ,R      ,15:00:00,15:50:00,36,9/27/2012 12:00:00 AM
GLBL ST 104     ,2014-11-13T16:00:00,2014-11-13T16:50:00,DIS 1F,Enr: 21 of 25,21,25,n,,[],ROLFE   ,  03129  ,GLBL ST,R      ,16:00:00,16:50:00,36,9/27/2012 12:00:00 AM
HNRS    101D    ,2014-11-12T16:00:00,2014-11-12T18:50:00,SEM 2,Enr: 10 of 26,10,26,n,,[],ROLFE   ,  03129  ,HNRS   ,W      ,16:00:00,18:50:00,36,9/27/2012 12:00:00 AM
PHYSICS 5C      ,2014-11-13T09:00:00,2014-11-13T09:50:00,DIS 5C,Enr: 37 of 37,37,37,n,,[],ROLFE   ,  03134  ,PHYSICS,R      ,09:00:00,09:50:00,48,12/16/2018 12:00:00 AM
ARMENIA 104C    ,2014-11-10T10:00:00,2014-11-10T11:50:00,LEC 1,Enr: 10 of 25,10,25,n,,[],ROLFE   ,  03134  ,ARMENIA,MWF    ,10:00:00,11:50:00,48,12/16/2018 12:00:00 AM
ARMENIA 104C    ,2014-11-12T10:00:00,2014-11-12T11:50:00,LEC 1,Enr: 10 of 25,10,25,n,,[],ROLFE   ,  03134  ,ARMENIA,MWF    ,10:00:00,11:50:00,48,12/16/2018 12:00:00 AM
ARMENIA 104C    ,2014-11-14T10:00:00,2014-11-14T11:50:00,LEC 1,Enr: 10 of 25,10,25,n,,[],ROLFE   ,  03134  ,ARMENIA,MWF    ,10:00:00,11:50:00,48,12/16/2018 12:00:00 AM
EC ENGR 170C    ,2014-11-11T10:00:00,2014-11-11T11:50:00,LEC 1,Enr: 5 of 25,5,25,n,,[],ROLFE   ,  03134  ,EC ENGR,TR     ,10:00:00,11:50:00,48,12/16/2018 12:00:00 AM
EC ENGR 170C    ,2014-11-13T10:00:00,2014-11-13T11:50:00,LEC 1,Enr: 5 of 25,5,25,n,,[],ROLFE   ,  03134  ,EC ENGR,TR     ,10:00:00,11:50:00,48,12/16/2018 12:00:00 AM
ASIA AM 30W     ,2014-11-10T12:00:00,2014-11-10T13:50:00,DIS 1A,Enr: 20 of 20,20,20,n,,[],ROLFE   ,  03134  ,ASIA AM,M      ,12:00:00,13:50:00,48,12/16/2018 12:00:00 AM
COM LIT 1B      ,2014-11-14T12:00:00,2014-11-14T12:50:00,DIS 1K,Enr: 2 of 20,2,20,n,,[],ROLFE   ,  03134  ,COM LIT,F      ,12:00:00,12:50:00,48,12/16/2018 12:00:00 AM
MATH    11N     ,2014-11-13T12:00:00,2014-11-13T12:50:00,DIS 2A,Enr: 0 of 35,0,35,n,,[],ROLFE   ,  03134  ,MATH   ,R      ,12:00:00,12:50:00,48,12/16/2018 12:00:00 AM
PHYSICS 1A      ,2014-11-12T12:00:00,2014-11-12T12:50:00,DIS 1D,Enr: 37 of 37,37,37,n,,[],ROLFE   ,  03134  ,PHYSICS,W      ,12:00:00,12:50:00,48,12/16/2018 12:00:00 AM
ECON    41      ,2014-11-14T13:00:00,2014-11-14T13:50:00,DIS 1A,Enr: 29 of 29,29,29,n,,[],ROLFE   ,  03134  ,ECON   ,F      ,13:00:00,13:50:00,48,12/16/2018 12:00:00 AM
MATH    131B    ,2014-11-13T13:00:00,2014-11-13T13:50:00,DIS 2B,Enr: 38 of 35,38,35,n,,[],ROLFE   ,  03134  ,MATH   ,R      ,13:00:00,13:50:00,48,12/16/2018 12:00:00 AM
PHYSICS 5B      ,2014-11-12T13:00:00,2014-11-12T13:50:00,DIS 2A,Enr: 40 of 40,40,40,n,,[],ROLFE   ,  03134  ,PHYSICS,W      ,13:00:00,13:50:00,48,12/16/2018 12:00:00 AM
COMM    141     ,2014-11-12T14:00:00,2014-11-12T14:50:00,DIS 1B,Enr: 25 of 25,25,25,n,,[],ROLFE   ,  03134  ,COMM   ,W      ,14:00:00,14:50:00,48,12/16/2018 12:00:00 AM
YIDDSH  10      ,2014-11-13T14:00:00,2014-11-13T16:50:00,LEC 1,Enr: 45 of 45,45,45,n,,[],ROLFE   ,  03134  ,YIDDSH ,R      ,14:00:00,16:50:00,48,12/16/2018 12:00:00 AM
GENDER  185     ,2014-11-11T15:00:00,2014-11-11T17:50:00,LEC 3,Enr: 29 of 30,29,30,n,,[],ROLFE   ,  03134  ,GENDER ,T      ,15:00:00,17:50:00,48,12/16/2018 12:00:00 AM
ELTS    167     ,2014-11-10T15:30:00,2014-11-10T16:45:00,LEC 1,Enr: 28 of 40,28,40,n,,[],ROLFE   ,  03134  ,ELTS   ,MW     ,15:30:00,16:45:00,48,12/16/2018 12:00:00 AM
ELTS    167     ,2014-11-12T15:30:00,2014-11-12T16:45:00,LEC 1,Enr: 28 of 40,28,40,n,,[],ROLFE   ,  03134  ,ELTS   ,MW     ,15:30:00,16:45:00,48,12/16/2018 12:00:00 AM
PUB AFF 60      ,2014-11-13T17:00:00,2014-11-13T18:50:00,DIS 1C,Enr: 14 of 18,14,18,n,,[],ROLFE   ,  03134  ,PUB AFF,R      ,17:00:00,18:50:00,48,12/16/2018 12:00:00 AM
CHEM    14A     ,2014-11-13T09:00:00,2014-11-13T09:50:00,DIS 1H,Enr: 30 of 29,30,29,n,,[],ROLFE   ,  03135  ,CHEM   ,R      ,09:00:00,09:50:00,45,12/16/2018 12:00:00 AM
CHEM    153A    ,2014-11-14T09:00:00,2014-11-14T09:50:00,DIS 1K,Enr: 27 of 29,27,29,n,,[],ROLFE   ,  03135  ,CHEM   ,F      ,09:00:00,09:50:00,45,12/16/2018 12:00:00 AM
COMM    10      ,2014-11-12T09:00:00,2014-11-12T09:50:00,DIS 1D,Enr: 7 of 25,7,25,n,,[],ROLFE   ,  03135  ,COMM   ,W      ,09:00:00,09:50:00,45,12/16/2018 12:00:00 AM
